interaction,direction,correspondent_id,datetime,call_duration,antenna_id
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 18:53:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 18:53:22,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 18:55:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:04:26,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:04:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:05:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:06:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:10:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:28:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:30:12,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:31:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:31:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:31:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:32:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:33:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:46:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:52:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:53:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 19:54:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 20:06:25,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-8 20:07:32,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 09:21:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 10:35:37,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 10:35:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 10:36:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 12:57:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 12:59:52,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 13:05:25,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 15:54:34,,
text,in,1e19a2bab566d867a3bcc815c930c82df5370507,2017-03-9 17:06:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 17:25:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 17:57:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 17:58:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 18:02:26,,
text,out,1e19a2bab566d867a3bcc815c930c82df5370507,2017-03-9 18:03:18,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 18:06:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 18:12:53,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 18:14:01,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 18:15:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-9 18:15:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 08:56:58,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 08:58:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 08:58:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 10:22:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 11:31:17,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 11:32:12,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 12:26:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 13:06:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 13:07:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 13:08:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 13:57:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 15:55:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 16:24:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 16:29:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 16:30:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 16:32:11,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 16:38:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 16:44:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 16:44:45,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:13:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:15:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:29:01,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:31:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:32:39,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:33:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:35:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:38:29,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:39:12,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:47:52,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:49:01,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:50:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:52:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:53:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-10 17:53:53,,
call,in,184db0bf6b2c9da451788bc5e1fb9c677570bcdc,2017-03-10 21:55:55,,
call,in,184db0bf6b2c9da451788bc5e1fb9c677570bcdc,2017-03-11 01:57:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:20:00,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:20:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:20:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:20:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:22:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:22:58,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:24:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 08:25:18,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-03-11 21:38:54,2,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-11 21:44:06,,
call,out,6f969adf6ea3b30f18c8c1a1b420feb37339db59,2017-03-11 21:44:44,185,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-03-12 16:23:48,1587,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2017-03-12 20:40:46,14,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2017-03-12 20:57:59,13,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2017-03-12 21:21:49,6,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2017-03-12 22:30:05,5,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-13 16:54:41,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-03-13 16:55:37,123,
call,out,184db0bf6b2c9da451788bc5e1fb9c677570bcdc,2017-03-13 16:57:55,207,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2017-03-13 20:11:15,65,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-13 22:45:30,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 17:11:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 17:12:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 17:14:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 20:02:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 20:31:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 20:43:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 20:52:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 21:04:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 21:23:38,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-14 21:24:14,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-15 01:13:09,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-15 01:13:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-15 01:46:27,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-03-15 05:25:22,2012,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-15 16:51:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-15 17:20:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-15 20:13:24,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-15 21:27:31,5,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-15 21:29:02,,
text,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-15 21:29:16,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-15 21:31:08,1295,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-15 23:40:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-16 01:20:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-16 17:26:15,,
call,in,1b5457c56b84eeb91037afcfaf2afbf62505a4c,2017-03-16 18:34:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-16 20:11:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-16 21:03:09,,
call,in,1b5457c56b84eeb91037afcfaf2afbf62505a4c,2017-03-16 22:14:52,17,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-17 01:59:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-17 02:06:42,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-17 22:44:42,150,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-18 15:04:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-18 18:26:57,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-19 00:32:03,17,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-19 00:32:48,122,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-19 20:35:17,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-19 21:07:41,4,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-03-19 21:08:22,34,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-19 21:17:14,287,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-19 21:23:16,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-19 21:24:02,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-19 21:26:29,2142,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-20 17:05:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-20 17:05:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-20 18:01:33,,
call,in,bed9d4f40a8fc78fe1d86421c0ce807a8208611,2017-03-20 20:12:22,12,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-20 21:54:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-20 22:43:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 00:37:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 02:05:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 02:06:05,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 02:16:14,323,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 17:29:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 17:49:37,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 17:50:50,,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-03-21 19:22:21,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-03-21 20:00:18,51,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-21 21:31:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-22 03:10:15,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-03-22 05:22:47,1646,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-22 17:15:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-22 17:38:28,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-22 19:11:02,,
call,in,443a46e19aee24484d8bb4a6d6bc5e091bc2fd96,2017-03-22 21:55:47,10,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 01:04:50,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 01:14:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 01:17:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 02:38:48,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 02:39:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 03:06:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 03:06:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 03:06:54,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 03:07:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 03:26:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 03:27:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 16:45:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 17:30:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-23 17:31:12,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 02:06:09,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 02:06:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 02:42:36,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 02:43:04,69,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 03:27:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 03:35:18,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 03:45:22,9,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 17:48:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 17:48:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 19:12:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 19:13:59,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-24 19:14:30,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-25 01:47:01,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-25 01:49:59,173,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-25 22:50:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-25 22:59:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-26 01:48:42,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-26 22:17:18,,
text,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-26 22:31:38,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-26 22:32:07,,
text,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-26 22:34:41,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-27 00:09:15,4191,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-03-27 01:19:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-27 18:11:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-27 18:37:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 02:37:38,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 03:39:03,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 03:46:46,,
call,out,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-03-28 03:56:10,140,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 19:09:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 19:10:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 19:55:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 19:57:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 19:58:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-28 21:02:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 02:58:58,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 03:17:52,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 03:18:25,,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-03-29 05:40:41,1897,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 18:18:14,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 18:43:38,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 20:25:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 20:44:53,,
call,in,cc97b824b8c9229d48c9f557421bde943682d3d9,2017-03-29 20:59:47,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 21:36:31,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 21:36:46,,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 21:53:00,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-29 21:53:13,353,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 21:54:09,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 21:57:14,,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:13:22,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:14:30,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:16:05,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:17:07,,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:17:27,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:17:56,,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:18:26,,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:18:55,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-29 22:19:47,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-30 01:29:33,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-30 03:32:03,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-30 03:32:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-30 18:16:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-30 23:09:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-30 23:46:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-30 23:46:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 00:35:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 00:36:07,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 00:41:11,1482,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-31 01:41:29,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-31 02:19:07,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-31 02:19:34,,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-31 03:18:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 03:29:18,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 03:30:57,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-31 03:42:41,,
text,in,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-03-31 03:42:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 03:46:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 03:46:13,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 03:46:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 03:47:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 03:57:38,,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2017-03-31 04:49:25,98,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 18:11:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 18:36:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 20:12:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-31 23:03:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-1 00:37:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-1 00:42:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-1 00:42:45,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-1 02:37:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-1 02:50:38,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-1 06:05:26,95,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-1 06:07:11,682,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-04-1 18:02:49,2279,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-04-1 18:41:39,3622,
text,in,285733617dde76637074df5af0c4c798a579ec0d,2017-04-1 22:42:54,,
text,in,285733617dde76637074df5af0c4c798a579ec0d,2017-04-1 22:43:44,,
text,out,285733617dde76637074df5af0c4c798a579ec0d,2017-04-1 23:23:01,,
call,in,285733617dde76637074df5af0c4c798a579ec0d,2017-04-2 19:16:01,370,
call,out,285733617dde76637074df5af0c4c798a579ec0d,2017-04-2 22:02:09,26,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 00:06:58,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 00:08:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 00:33:48,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:01:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:05:29,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:09:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:10:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:12:06,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:17:51,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:18:58,245,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 01:30:40,30,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 18:10:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 18:32:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 18:37:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 18:38:25,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 18:38:50,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-3 18:39:04,175,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-4 02:13:51,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-4 03:14:53,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-4 03:40:50,,
