interaction,direction,correspondent_id,datetime,call_duration,antenna_id
text,in,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-4 05:17:49,,
text,out,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-4 16:21:13,,
text,in,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-4 16:49:51,,
text,in,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-4 16:51:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-4 18:07:16,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-4 18:58:23,,
text,out,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-4 20:55:56,,
text,in,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-4 22:36:11,,
text,out,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-4 22:39:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 02:46:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 03:12:38,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 03:13:01,,
call,in,f9a189261aba92018b1d9982cbd4ff733fb33bef,2017-04-5 16:47:18,8,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 19:03:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 20:46:09,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 20:46:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 20:58:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 20:59:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 21:04:50,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 21:05:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 21:06:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 21:07:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 21:08:09,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 21:11:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 21:11:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 22:18:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 22:53:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-5 22:53:28,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 02:10:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 02:10:59,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 02:11:22,,
call,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-04-6 02:29:05,173,
text,in,a50c8083c9ac7b870e1c126f39ac023cd4c27ce,2017-04-6 06:39:50,,
text,in,a50c8083c9ac7b870e1c126f39ac023cd4c27ce,2017-04-6 06:40:09,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 18:08:28,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 19:27:19,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 19:28:04,317,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 20:19:12,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 22:55:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-6 23:01:30,,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-04-7 00:08:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 00:08:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 03:35:32,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 03:50:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 03:50:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 03:51:33,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 03:52:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 03:52:26,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 04:09:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 18:11:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 23:57:09,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 23:57:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 23:58:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 23:58:43,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-7 23:58:55,430,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-8 02:41:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-8 02:50:18,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-9 19:02:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-9 21:06:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-9 21:07:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-9 21:10:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-9 21:57:00,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-04-10 01:19:20,4016,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-10 04:28:46,56,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-04-10 04:29:58,17,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 16:00:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 16:02:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 16:46:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 16:47:46,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 16:50:29,119,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 17:18:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 18:04:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 21:47:37,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 22:25:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 22:25:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-10 22:26:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 00:04:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 00:45:37,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 00:46:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 00:59:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 00:59:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 02:05:22,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 03:13:21,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 03:14:08,422,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 07:09:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 15:19:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 16:13:48,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-11 18:35:51,,
call,out,6eeb3229fd261f8d67e05c893bbfc03dfaa5a295,2017-04-11 20:25:24,8,
call,out,a81168ea6c9588a2cfad4414251a5b13d797c3af,2017-04-11 20:26:37,301,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 00:34:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 00:39:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 00:39:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 01:39:53,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 01:41:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 01:41:54,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 01:42:17,,
call,in,3d1792879c6475eb749ea3aca3b1d6edaf95acd,2017-04-12 01:42:29,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 04:57:08,2079,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 16:50:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 16:50:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-12 18:29:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 04:31:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 04:45:58,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 05:20:44,20,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 05:34:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 05:35:01,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 05:50:41,1401,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 06:29:02,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-13 06:29:11,943,
call,in,794729a4d5b665fdfe28a93b9b054598873fd4b9,2017-04-13 15:36:03,13,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 16:46:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 17:07:09,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 17:47:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 18:15:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 18:24:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 20:44:11,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 20:58:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 21:12:00,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 21:48:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 21:49:21,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 21:55:01,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 21:55:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 21:57:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-13 21:58:11,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 00:40:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 00:41:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 01:07:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 01:07:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 01:50:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 01:59:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 02:07:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 03:11:43,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 03:12:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 03:12:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 18:33:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 19:26:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 19:26:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 21:13:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-14 21:14:19,,
text,out,2bb739240393a83ba6d539e8ce78ff3b17af96dd,2017-04-14 21:49:42,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 02:03:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 02:07:06,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 02:07:22,748,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 03:40:31,509,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 15:49:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:49:14,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:49:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:50:38,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:51:11,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:51:37,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:52:09,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:55:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:55:35,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:56:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:57:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:58:27,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:58:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 18:59:27,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 19:01:23,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 19:22:47,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 19:24:22,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 20:58:12,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-15 20:59:26,,
text,in,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-16 02:23:48,,
text,in,d8b023a8465465c5bb63f2187cb3c41a11a9baad,2017-04-16 03:24:00,,
text,out,d8b023a8465465c5bb63f2187cb3c41a11a9baad,2017-04-16 06:40:15,,
text,out,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-16 06:41:32,,
text,out,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-16 06:41:47,,
text,in,d8b023a8465465c5bb63f2187cb3c41a11a9baad,2017-04-16 16:11:05,,
text,in,194f3c056b496444a460457a79e7f93d0c006601,2017-04-17 02:38:10,,
text,in,194f3c056b496444a460457a79e7f93d0c006601,2017-04-17 02:38:13,,
text,out,194f3c056b496444a460457a79e7f93d0c006601,2017-04-17 02:39:29,,
text,out,194f3c056b496444a460457a79e7f93d0c006601,2017-04-17 02:39:53,,
text,in,d6524941ffc818d2c113144f05f1e134bf34ed3f,2017-04-17 04:29:07,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 17:33:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 17:34:53,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 17:37:28,520,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-17 17:46:29,58,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 18:03:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 19:18:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 19:32:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 19:44:45,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-17 19:45:27,1669,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-04-17 22:55:01,1146,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 02:10:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 02:42:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 02:43:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 03:11:22,,
call,out,81a4f79b9746733270ac4657eee32f7cc7b1981c,2017-04-18 03:59:54,5398,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 17:01:27,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 17:01:54,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 17:02:16,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 17:48:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 17:55:38,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:07:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:33:01,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:38:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:43:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:44:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:45:16,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:46:11,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:50:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 18:50:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:18:35,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:18:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:29:45,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:31:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:32:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:33:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:35:48,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:37:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:40:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-18 22:41:28,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 00:13:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 00:21:23,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 02:15:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 03:08:39,,
text,in,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 03:52:28,,
text,out,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 03:53:35,,
text,in,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 03:54:56,,
text,out,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 03:55:21,,
text,in,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:00:13,,
text,in,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:01:15,,
text,out,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:01:20,,
text,in,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:02:02,,
text,out,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:02:26,,
text,in,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:08:16,,
text,in,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:09:08,,
text,out,c40df96469e79c863c88446dabc5c41c823aec9f,2017-04-19 04:09:45,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 06:03:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 06:04:18,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 06:06:04,955,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 15:16:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 16:47:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 17:07:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-19 17:58:16,,
call,out,5b2c1a5f69f15f202f8164a3b8e0f0a8383745ed,2017-04-19 18:26:52,50,
call,out,5b2c1a5f69f15f202f8164a3b8e0f0a8383745ed,2017-04-19 18:28:08,689,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-19 18:39:51,31,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 00:32:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 00:40:25,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 00:40:59,560,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 03:21:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 04:05:29,,
call,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-04-20 05:06:59,127,
call,out,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-04-20 05:09:32,302,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 06:13:35,137,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 06:21:07,1008,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-20 07:13:56,444,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 22:03:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 23:00:01,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 23:37:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 23:37:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 23:38:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 23:38:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 23:39:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-20 23:39:23,,
call,in,746070cf3c37de37df1020eebad6c52dd38bbf19,2017-04-21 01:21:45,,
text,in,bfd29adb3cdbcf58d7506c54cd2de87e9694be6,2017-04-21 01:23:37,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-21 03:38:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-21 03:38:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-21 03:41:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-21 04:14:20,,
call,out,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-04-21 04:21:37,487,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-21 04:30:28,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-04-21 18:26:25,2455,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-21 19:18:22,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-21 19:19:01,,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-04-21 21:24:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 01:35:39,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 02:48:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 02:48:58,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-04-22 17:05:00,93,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 18:28:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 18:29:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 18:52:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 18:55:18,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 19:15:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 19:18:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 19:18:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 20:02:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 20:03:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 20:03:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 20:14:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:05:40,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:07:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:08:18,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:08:27,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:08:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:15:18,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:15:51,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:16:23,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:16:47,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:17:39,425,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:26:28,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:30:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-04-22 22:36:09,,
